,tpc_num,j_num,journal,authors,year,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Genus,Species,common_name,lab_field_strain,collect_country,collect_specific,hemisphere,latitude,longitude,altitude_m,author_country,author_specific,author_hemisphere,author_latitude,author_longitude,author_altitude,trait_type,same_experiment,trait_detail,start_stage_dev,end_stage_dev,Stage.in.out.of.host,host.type,hosts..in.order.,trophic_transmission_type,habitat,habitat.cat.1,habitat.cat.2,distribution,distrib.cat.1,distrib.cat.2,parasite.size..units.,sd_of_trait,report_data,unit,convert_data,independent,has_threshold,low_threshold,up_threshold,threshold_note,sample_size_all_temps,low_temp,high_temp,diff_temp,num_temps,zeros,fluctuations._temp,acclimatize_time,time_graph,tmin1,tmin2,tmin3,tmin4,tmin5,tmin6,tmin7,tmin8,tmin9,tmin10,tmin11,tmin12,tmax1,tmax2,tmax3,tmax4,tmax5,tmax6,tmax7,tmax8,tmax9,tmax10,tmax11,tmax12,bio1,bio5,bio6,X.80,X.60,X.40,X.20,X.10,X.4,X0,X1,X1.5,X2,X2.5,X3,X4,X4.5,X5,X5.5,X6,X6.5,X7,X7.5,X8,X8.5,X9,X9.5,X10,X10.5,X11,X11.5,X12,X12.5,X13,X13.5,X14,X14.5,X15,X15.5,X16,X16.5,X17,X17.5,X18,X19,X19.5,X20,X20.5,X21,X21.5,X22,X22.5,X23,X23.5,X24,X24.5,X25,X25.5,X26,X26.5,X27,X27.5,X28,X28.5,X29,X29.5,X30,X30.5,X31,X31.5,X32,X32.5,X33,X33.5,X34,X34.5,X35,X35.5,X36,X36.5,X37,X37.5,X38,X40,X41,X42,X43,X45,X50,X55,X60,X70,X80,X90,X100,raw_.80,raw_.60,raw_.40,raw_.20,raw_.10,raw_.4,raw_0,raw_1,raw_1.5,raw_2,raw_2.5,raw_3,raw_4,raw_4.5,raw_5,raw_5.5,raw_6,raw_6.5,raw_7,raw_7.5,raw_8,raw_8.5,raw_9,raw_9.5,raw_10,raw_10.5,raw_11,raw_11.5,raw_12,raw_12.5,raw_13,raw_13.5,raw_14,raw_14.5,raw_15,raw_15.5,raw_16,raw_16.5,raw_17,raw_17.5,raw_18,raw_19,raw_19.5,raw_20,raw_20.5,raw_21,raw_21.5,raw_22,raw_22.5,raw_23,raw_23.5,raw_24,raw_24.5,raw_25,raw_25.5,raw_26,raw_26.5,raw_27,raw_27.5,raw_28,raw_28.5,raw_29,raw_29.5,raw_30,rawa_30.5,raw_31,raw_31.5,raw_32,raw_32.5,raw_33,raw_33.5,raw_34,raw_34.5,raw_35,raw_35.5,raw_36,raw_36.5,raw_37,raw_37.5,raw_38,raw_40,raw_41,raw_42,raw_43,raw_45,raw_50,raw_55,raw_60,raw_70,raw_80,raw_90,raw_100,in.other.meta.,if.yes.which.,notes,Mortality.bias.,Possible.to.separate.development.from.mortality.,PM.Notes,Q.Nov2018,Qs.for.Janet,X,X.1
181,54,15,Vestnik Ceskoslovenske Spolecnosti Zoologicke,Valkounova,1980,Animalia,Eumetazoa,Platyhelminthes,Neodermata,Cestoda,Nephroposticophora,Eucestoda,Cyclophyllidea,,,,Hymenolepididae,Sobolevicanthus,gracilis,,(lab),,,.,.,.,.,Czech Reublic,"Czechoslovak Academy of Sciences, Parague",n,50,14,192,development,,mean,oncosphere,cysticercoid,1,2,"crustacean, bird",in custaceans (family: Cyclopidae),freshwater,1,1,"Holarctic, Indomalaya",3,2,,n,raw,days,1/data,,,,NA,,950,9,29,20,4,n,1,n,,-5,-4.2,-1.1,2.4,7.1,10.4,11.9,11.6,8.3,4,0,-3,0.6,2.4,7.6,13,18.3,21.3,23.2,22.9,18.7,12.7,5.7,2.1,7.9,23.2,-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.032258065,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.066666667,.,.,.,.,.,.,.,.,.,.,.,0.08,.,.,.,.,.,.,.,0.095238095,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,.,.,.,.,.,.,.,.,.,.,.,12.5,.,.,.,.,.,.,.,10.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,y,B,.,.,.,.,,,NA,
182,55,15,Vestnik Ceskoslovenske Spolecnosti Zoologicke,Valkounova,1980,Animalia,Eumetazoa,Platyhelminthes,Neodermata,Cestoda,Nephroposticophora,Eucestoda,Cyclophyllidea,,,,Hymenolepididae,Sobolevicanthus,krabbeella,,(lab),,,.,.,.,.,Czech Reublic,"Czechoslovak Academy of Sciences, Parague",n,50,14,192,development,,mean,oncosphere,cysticercoid,1,2,"crustacean, bird",in custaceans (family: Cyclopidae),freshwater,1,1,Palaearctic,3,2,,n,raw,days,1/data,,,,NA,,850,9,29,20,4,n,1,n,,-5,-4.2,-1.1,2.4,7.1,10.4,11.9,11.6,8.3,4,0,-3,0.6,2.4,7.6,13,18.3,21.3,23.2,22.9,18.7,12.7,5.7,2.1,7.9,23.2,-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.042553191,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.058823529,.,.,.,.,.,.,.,.,.,.,.,0.068965517,.,.,.,.,.,.,.,0.086956522,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,.,.,.,.,.,.,.,.,.,.,.,14.5,.,.,.,.,.,.,.,11.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,y,B,.,.,.,.,,,NA,
183,56,15,Vestnik Ceskoslovenske Spolecnosti Zoologicke,Valkounova,1980,Animalia,Eumetazoa,Platyhelminthes,Neodermata,Cestoda,Nephroposticophora,Eucestoda,Cyclophyllidea,,,,Hymenolepididae,Sobolevicanthus,octacantha,,(lab),,,.,.,.,.,Czech Reublic,"Czechoslovak Academy of Sciences, Parague",n,50,14,192,development,,mean,oncosphere,cysticercoid,1,2,"crustacean, bird",in custaceans (family: Cyclopidae),freshwater,1,1,Palaearctic,3,2,,n,raw,days,1/data,,,,NA,,850,9,29,20,4,n,1,n,,-5,-4.2,-1.1,2.4,7.1,10.4,11.9,11.6,8.3,4,0,-3,0.6,2.4,7.6,13,18.3,21.3,23.2,22.9,18.7,12.7,5.7,2.1,7.9,23.2,-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.030769231,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.051282051,.,.,.,.,.,.,.,.,.,.,.,0.058823529,.,.,.,.,.,.,.,0.076923077,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19.5,.,.,.,.,.,.,.,.,.,.,.,17,.,.,.,.,.,.,.,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,y,B,.,.,.,.,,,NA,
184,167,73,Applied Entomology and Zoology,"Fujiie, A., Tachibana, M., Takata, Y., Yokoyama, T., Suzuki, N., Uechi, T.",1995,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Rhabditoidea,Steinernematidae,Steinernema,kushidai,,lab,,,.,.,.,.,Japan,"Chiba Prefrecture Agricultural Experiment Station, Midori-ku, Chiba 266, Japan",n,36,140,34,survival,,mean,.,infective juveniles,2,1,insects,free living,terrestrial,2,2,Japan,3,2,,y,raw,"%, 7 days later",-Ln(percent)/7weeks*7,1/2 medium,,,NA,,,10,35,25,6,n,,,,-2,-1,2.1,7.8,12.7,17,20.9,22.4,18.8,12.2,5.9,0.3,9.1,9.4,12.4,17.8,22.2,24.6,28.1,30.2,26.1,20.9,16.2,11.7,14.4,30.2,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.004149815,.,.,.,.,.,.,.,.,.,0.003006951,.,.,.,.,.,.,.,.,0.005333975,.,.,.,.,.,.,.,.,.,0.00727908,.,.,.,.,.,.,.,.,.,0.026051908,.,.,.,.,.,.,.,.,.,0.112682876,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,81.6,.,.,.,.,.,.,.,.,.,86.3,.,.,.,.,.,.,.,.,77,.,.,.,.,.,.,.,.,.,70,.,.,.,.,.,.,.,.,.,27.9,.,.,.,.,.,.,.,.,.,0.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,,,NA,
185,168,73,Applied Entomology and Zoology,"Fujiie, A., Tachibana, M., Takata, Y., Yokoyama, T., Suzuki, N., Uechi, T.",1995,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Rhabditoidea,Steinernematidae,Steinernema,kushidai,,lab,,,.,.,.,.,Japan,"Chiba Prefrecture Agricultural Experiment Station, Midori-ku, Chiba 266, Japan",n,36,140,34,survival,,mean,.,infective juveniles,2,1,insects,free living,terrestrial,2,2,Japan,3,2,,y,raw,"%, 7 days later",-Ln(percent)/7weeks*7,1/2 medium,,,NA,,,10,35,25,6,n,,,,-2,-1,2.1,7.8,12.7,17,20.9,22.4,18.8,12.2,5.9,0.3,9.1,9.4,12.4,17.8,22.2,24.6,28.1,30.2,26.1,20.9,16.2,11.7,14.4,30.2,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.020568529,.,.,.,.,.,.,.,.,.,0.016478292,.,.,.,.,.,.,.,.,0.023901694,.,.,.,.,.,.,.,.,.,0.020568529,.,.,.,.,.,.,.,.,.,0.019268897,.,.,.,.,.,.,.,.,.,0.046991533,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36.5,.,.,.,.,.,.,.,.,.,44.6,.,.,.,.,.,.,.,.,31,.,.,.,.,.,.,.,.,.,36.5,.,.,.,.,.,.,.,.,.,38.9,.,.,.,.,.,.,.,.,.,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,,,NA,
186,189,83,BioControl,"Raja, R. K., Sivaramakrishnan, S., Hazir, S.",2011,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Rhabditoidea,Steinernematidae,Steinernema,siamkayai,,lab,India,Tiruchirappalli strain,.,.,.,.,India,"Department of Biotechnology, Bharathidasan University, Tiruchirappalli, India",n,10,79,48,development,,min,infective juveniles,first progney emergence,1,1,insects,in wax moth larva host,terrestrial,2,2,Thailand,5,3,,y,graph,days,1/data,,y,15,37.5,,,15,37.5,22.5,6,y,,,,22.5,22.9,24.4,26.6,27.2,27.1,26.5,26.1,25.9,25,23.9,22.9,29.3,30.9,33.3,34.7,35.4,34.8,34,33.7,33.4,31.9,29.8,28.9,28.8,35.4,22.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NA,.,.,.,.,.,.,.,.,0.059210137,.,.,.,.,.,.,.,.,.,0.115647045,.,.,.,.,.,.,.,.,.,0.16559033,.,.,.,.,.,.,.,.,.,0.108518719,.,.,.,.,NA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NA,.,.,.,.,.,.,.,.,16.889,.,.,.,.,.,.,.,.,.,8.647,.,.,.,.,.,.,.,.,.,6.039,.,.,.,.,.,.,.,.,.,9.215,.,.,.,.,NA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,NA,
187,199,90,Nematology,"Bazman, I., Ozer, N., Hazir, S.",2008,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Rhabditoidea,Steinernematidae,Steinernema,weiseri,,lab,Turkey,collected at Hacettepe University's Beytepe Campus,n,40,33,1057,,,.,.,.,.,development,,mean,infective juvenile,emergence of 1st progney,1,1,insects,in host cadavers,terrestrial,2,2,"Czech Republic, Germany, Slovakia",3,2,,y,graph,days,1/data,,y,5,30,,,5,30,25,7,y,,,,-5.8,-4.4,-1.3,3.1,7,10,12.7,12.5,8.9,4.2,0.2,-3,1.2,3.6,9.1,14.7,19.4,23.5,26.9,26.8,23,17,10.5,3.6,9.3,26.9,-5.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NA,.,.,.,.,.,0.025195898,.,.,.,0.028294146,.,.,.,.,.,.,.,.,.,0.075301205,.,.,.,.,.,.,.,.,0.101916021,.,.,.,.,.,.,.,.,.,0.112095057,.,.,.,.,.,.,.,.,.,NA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NA,.,.,.,.,.,39.689,.,.,.,35.343,.,.,.,.,.,.,.,.,.,13.28,.,.,.,.,.,.,.,.,9.812,.,.,.,.,.,.,.,.,.,8.921,.,.,.,.,.,.,.,.,.,NA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,NA,
188,207,96,Journal of Thermal Biology,"Hatab, M. A. A., Gaugler, R.",1997,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Rhabditoidea,Steinernematidae,Steinernema,riobravis,,lab,USA,"Biosys, Palo Alto, CA",n,37,-122,6,,,.,.,.,.,development,,min,infective juveniles,emergence from host,1,1,insects,in Galleria mellonella host,terrestrial,2,2,Texas,3,2,,y,graph,days,1/data,,n,,NA,,,15,30,15,4,n,,,,3.8,5.1,5.7,6.7,8.5,10.2,11.2,11.4,11,8.8,5.9,3.8,15.3,16.7,17.4,19.3,21,23,24,24.2,24.5,22.6,18.5,15.5,13.9,24.5,3.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.032282016,.,.,.,.,.,.,.,.,0.115553501,.,.,.,.,.,.,.,.,.,0.124470998,.,.,.,.,.,.,.,.,.,0.120510966,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30.977,.,.,.,.,.,.,.,.,8.654,.,.,.,.,.,.,.,.,.,8.034,.,.,.,.,.,.,.,.,.,8.298,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,NA,
189,209,98,Journal of Invertebrate Pathology,"Kung, S. P., Gaugler, R., Kaya, H. K.",1991,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Rhabditoidea,Steinernematidae,Steinernema,glaseri,,lab,USA,"BIOSYS, Palo Alto, CA",n,37,-122,6,,,.,.,.,.,survival,,50%,.,infective juveniles,2,1,insects,free living,terrestrial,2,2,southern U.S. and Brazil,4,5,,y,graph,days,1/data,,n,,NA,,,5,35,30,4,n,,,,3.8,5.1,5.7,6.7,8.5,10.2,11.2,11.4,11,8.8,5.9,3.8,15.3,16.7,17.4,19.3,21,23,24,24.2,24.5,22.6,18.5,15.5,13.9,24.5,3.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04823694,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.012336693,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.010526316,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.010526316,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20.731,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,81.059,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,NA,
190,210,98,Journal of Invertebrate Pathology,"Kung, S. P., Gaugler, R., Kaya, H. K.",1991,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Rhabditoidea,Steinernematidae,Steinernema,crpocapsae,,lab,USA,"BIOSYS, Palo Alto, CA",n,37,-122,6,,,.,.,.,.,survival,,40%,.,infective juveniles,2,1,insects,free living,terrestrial,2,2,global distribution,6,4,,y,graph,days,1/data,,n,,NA,,,5,35,30,4,n,,,,3.8,5.1,5.7,6.7,8.5,10.2,11.2,11.4,11,8.8,5.9,3.8,15.3,16.7,17.4,19.3,21,23,24,24.2,24.5,22.6,18.5,15.5,13.9,24.5,3.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.039591417,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.018577347,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.010855642,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.137513751,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25.258,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53.829,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,92.118,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.272,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,NA,
191,228,107,Pakistan Journal of Zoology,"Raheel, M., Javed, N., Khan, S. A., Aatif, H. M., Ahmed, S.",2017,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,,,Rhabditoidea,Steinernematidae,Steinernema,feltiae,,lab,UK,"University of Readings, Readings",n,51,-1,66,,,.,.,.,.,development,,min,larvae,emergence of infective juveniles,1,1,insects,in Galleria mellonella host,terrestrial,2,2,global distribution,6,4,,n,raw,days,1/data,,y,5,NA,,,5,25,20,5,y,,,,0.3,1,2.4,4.9,7.8,10.7,12.3,11.8,9.5,6.8,3.5,1.3,6.2,7,9.6,13,16.5,19.8,21.7,21.2,18.3,14.4,9.8,7.2,9.9,21.7,0.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NA,.,.,.,.,.,.,.,.,.,0.014285714,.,.,.,.,.,.,.,.,.,0.05,.,.,.,.,.,.,.,.,0.083333333,.,.,.,.,.,.,.,.,.,0.125,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NA,.,.,.,.,.,.,.,.,.,70,.,.,.,.,.,.,.,.,.,20,.,.,.,.,.,.,.,.,12,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,NA,
192,196,88,Revista De Biologia Tropical,"Achinelly, M. F., Garcia, J. J.",2003,Animalia,Eumetazoa,Nematoda,,Enoplea,,,Mermithida,,,Mermithoidea,Mermithidae,Strelkovimermis,spiculatus,,lab,Argentina,"Centro de Estudios Parasitologicos y de Vectores (CEPAVE), Calle 2, N 584 (1990) La Plata, Argentina",s,-35,-58,12,,,.,.,.,.,survival,,50%,.,preparasitic,1,1,insects,in host,freshwater (infects mosquito larvae),1,1,Argentina,3,2,,n,graph,days,1/data,1/2 trait detail,n,,NA,,,4,27,23,4,n,,,y,17.1,16.5,14.9,10.8,8,5.8,5.6,6.1,7.8,10.4,13,15.1,28.9,27.7,25.5,21.3,18,14.6,14.5,15.7,17.7,20.7,24,27.1,16.1,28.9,5.6,.,.,.,.,.,.,.,.,.,.,.,.,0.16236402,.,.,.,.,.,.,.,.,.,.,.,0.12805737,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.190621426,.,.,.,.,.,.,.,.,.,.,.,.,.,0.295945546,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.159,.,.,.,.,.,.,.,.,.,.,.,7.809,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.246,.,.,.,.,.,.,.,.,.,.,.,.,.,3.379,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,NA,
193,197,88,Revista De Biologia Tropical,"Achinelly, M. F., Garcia, J. J.",2003,Animalia,Eumetazoa,Nematoda,,Enoplea,,,Mermithida,,,Mermithoidea,Mermithidae,Strelkovimermis,spiculatus,,lab,Argentina,"Centro de Estudios Parasitologicos y de Vectores (CEPAVE), Calle 2, N 584 (1990) La Plata, Argentina",s,-35,-58,12,,,.,.,.,.,survival,,max,.,preparasitic,1,1,insects,in host,freshwater (infects mosquito larvae),1,1,Argentina,3,2,,n,graph,days,1/data,1/2 trait detail,n,,NA,,,4,27,23,4,n,,,y,17.1,16.5,14.9,10.8,8,5.8,5.6,6.1,7.8,10.4,13,15.1,28.9,27.7,25.5,21.3,18,14.6,14.5,15.7,17.7,20.7,24,27.1,16.1,28.9,5.6,.,.,.,.,.,.,.,.,.,.,.,.,0.027340332,.,.,.,.,.,.,.,.,.,.,.,0.031713815,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.037725884,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36.576,.,.,.,.,.,.,.,.,.,.,.,31.532,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26.507,.,.,.,.,.,.,.,.,.,.,.,.,.,28..551,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,NA,
194,120,49,Parasitology,Barrett,1968,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,Rhabditina,,Rhabditoidea,Strongyloididae,Strongyloides,ratti,,?,.,.,.,.,.,.,UK,University of Cambridge,n,52,0,13,development,no,not specified,ova,infective larva,2,3,mammal,free living,terrestrial,2,2,worldwide (anywhere there are rats),6,4,,n,graph,hours,1/(data/24),,,,NA,,.,15,35,20,5,n,.,n,,-0.1,0.8,2.4,4.8,7.5,10.5,12.3,11.8,9.8,6.8,3.2,1,5.8,6.3,9.6,12.3,16.2,19.6,21.6,21.2,18.6,14.3,9.4,6.7,9.7,21.6,-0.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.275377784,.,.,.,.,.,.,.,.,0.402468473,.,.,.,.,.,.,.,0.579836196,.,.,.,.,.,.,.,.,.,.,.,0.860276722,.,.,.,.,.,.,.,1.086120288,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,87.153,.,.,.,.,.,.,.,.,59.632,.,.,.,.,.,.,.,41.391,.,.,.,.,.,.,.,.,.,.,.,27.898,.,.,.,.,.,.,.,22.097,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,n,.,.,"Yes, treat as apparent dev",Not with the information provided,.,,"""infected rats were kept in wire-bottomed cages and the faeces containing the eggs were collected"" is this a lab or field strain?",NA,
195,121,49,Parasitology,Barrett,1968,Animalia,Eumetazoa,Nematoda,,Chromadorea,,,Rhabditida,Rhabditina,,Rhabditoidea,Strongyloididae,Strongyloides,ratti,,?,.,.,.,.,.,.,UK,University of Cambridge,n,52,0,13,survival,no,50%,.,infective larva,2,3,mammal,free living,terrestrial,2,2,worldwide (anywhere there are rats),6,4,,n,graph,days,1/data,,,,NA,,5000 worms per temperature,6,40,34,9,n,.,.,,-0.1,0.8,2.4,4.8,7.5,10.5,12.3,11.8,9.8,6.8,3.2,1,5.8,6.3,9.6,12.3,16.2,19.6,21.6,21.2,18.6,14.3,9.4,6.7,9.7,21.6,-0.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.127145582,.,.,.,.,.,.,.,0.049967521,.,.,.,.,.,.,.,.,.,0.041802525,.,.,.,.,.,.,.,.,0.048039969,.,.,.,.,.,.,.,0.071199715,.,.,.,.,.,.,.,.,.,.,.,0.113481616,.,.,.,.,.,.,.,0.205592105,.,.,.,.,.,0.515463918,.,.,2.032520325,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.865,.,.,.,.,.,.,.,20.013,.,.,.,.,.,.,.,.,.,23.922,.,.,.,.,.,.,.,.,20.816,.,.,.,.,.,.,.,14.045,.,.,.,.,.,.,.,.,.,.,.,8.812,.,.,.,.,.,.,.,4.864,.,.,.,.,.,1.94,.,.,0.492,.,.,.,.,.,.,.,.,.,.,.,n,.,.,"NA, good data",.,.,,,NA,
