"tpc_num","journal","authors","year","parasite_species","genus","family","order","class","phylum","trait_type","sample_size_all_temps","num_temps_in_curve","cause_of_repeated_measures","same_experiment","measurement_metric","simplified_metric","sampling_location_available","mean_ann_temp","max_month_temp","min_month_temp","latitude","author_latitude","dist_zone","altitude_m","habitat","plant_anim_parasite","endotherm_in_cycle","stage_in_out_host","target_host","source"
142,"Parasitology","van Dijk, J., Morgan, E. R.",2008,"Nematodirus_battus","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","survival","2 replicate petri dishes at each temperature (unclear how many eggs each contains (possibly 4000?))",4,"other","no","50%","mid","yes, exact",9.3,20.4,0.8,"51",".","temperate","28","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Hoberg, E.P. et al. 1986. Proceedings of the Helminthological Society of Washington, 53(1): 80-88."
69,"Transactions of the American Microscopical Society","Agrawal",1966,"Oesophagostomum_columbianum","Oesophagostomum","Cloacinidae","Rhabditida","Chromadorea","Nematoda","development","1750",7,"other","no","mean","mid","yes, exact",25.6,40.8,8.7,"27",".","global","125","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
70,"Transactions of the American Microscopical Society","Agrawal",1966,"Oesophagostomum_columbianum","Oesophagostomum","Cloacinidae","Rhabditida","Chromadorea","Nematoda","survival","",5,"other","no","50%","mid","yes, exact",25.6,40.8,8.7,"27",".","global","125","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
195,"International Journal for Parasitology","Echaubard, P., Leon, T., Suwanatrai, K., Chaiyos, J., Kim, C. S., Mallory, F. F., Kaewkes, S., Spear, R. C., Sripa, B.",2017,"Opisthorchis_viverrini","Opisthorchis","Opisthorchiidae","Opisthorchiida","Trematoda","Platyhelminthes","survival","",4,"other","no","50%","mid","no, author loc",27.7,36,18.7,".","14","tropical",".","freshwater","animal","endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
111,"Parasitology","Young et al.",1980,"Teladorsagia_circumcincta","Ostertagia","Trichostrongylidae","Rhabditida","Chromadorea","Nematoda","development","2 experiments: expt1: 1343 eggs total for 10C, 15C and 20C. Expt2: 400 eggs total for 3, 4, 5, 6, and 15C",5,"metrics","yes","midpoint","mid","no, author loc",14.7,25.6,6.1,".","-38","global",".","terrestrial","animal","no endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
112,"Parasitology","Young et al.",1980,"Teladorsagia_circumcincta","Ostertagia","Trichostrongylidae","Rhabditida","Chromadorea","Nematoda","development","2 experiments: expt1: 1343 eggs total for 10C, 15C and 20C. Expt2: 400 eggs total for 3, 4, 5, 6, and 15C",7,"metrics","yes","min","min","no, author loc",14.7,25.6,6.1,".","-38","global",".","terrestrial","animal","no endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
10,"Journal of Parasitology","Boag and Thomas",1985,"Ostertagia_ostertagi","Ostertagia","Trichostrongylidae","Rhabditida","Chromadorea","Nematoda","survival","3 replicates for each temperature with sample size 200 within each replicate",6,"other","no","50%","mid","no, author loc",8,18.5,-0.4,".","55","temperate",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
13,"Parasitology","Young et al ",1980,"Ostertagia_ostertagi","Ostertagia","Trichostrongylidae","Rhabditida","Chromadorea","Nematoda","development","2g of fecal material with 606 egg/g distributed among temperature treatments",5,"other","no","50%","mid","yes, exact",14.7,25.6,6.1,"-38",".","temperate","23","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
14,"Parasitology","Young et al ",1980,"Ostertagia_ostertagi","Ostertagia","Trichostrongylidae","Rhabditida","Chromadorea","Nematoda","survival","2g of fecal material with 606 egg/g distributed among temperature treatments",5,"other","no","not specified","other/not specified","yes, exact",14.7,25.6,6.1,"-38",".","temperate","23","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
64,"Journal of Thermal Biology","Gibson",1981,"Ostertagia_ostertagi","Ostertagia","Trichostrongylidae","Rhabditida","Chromadorea","Nematoda","development","Initial number of eggs: 5C - 100, 10C - 300, 15C - 300, 20C - 200,  25C - 200, 30C - 300",6,"other","no","mean","mid","yes, exact",9.5,18.9,2.2,"53",".","temperate","51","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
113,"Parasitology","Rose",1961,"Ostertagia_ostertagi","Ostertagia","Trichostrongylidae","Rhabditida","Chromadorea","Nematoda","survival",".",4,"other","no","max","max","no, author loc",10.1,21.8,0.9,".","51","temperate",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
88,"Journal of Helminthology","Griffin",1988,"Oswaldocruzia_filiformis","Oswaldocruzia","Molineidae","Rhabditida","Chromadorea","Nematoda","development",".",11,"life stages","no","mean","mid","yes, exact",9.5,18.9,2.2,"53",".","temperate","66","terrestrial","animal","no endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
89,"Journal of Helminthology","Griffin",1988,"Oswaldocruzia_filiformis","Oswaldocruzia","Molineidae","Rhabditida","Chromadorea","Nematoda","development",".",10,"life stages","no","mean","mid","yes, exact",9.5,18.9,2.2,"53",".","temperate","66","terrestrial","animal","no endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
90,"Journal of Helminthology","Griffin",1988,"Oswaldocruzia_filiformis","Oswaldocruzia","Molineidae","Rhabditida","Chromadorea","Nematoda","development",".",10,"life stages","no","mean","mid","yes, exact",9.5,18.9,2.2,"53",".","temperate","66","terrestrial","animal","no endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
25,"Journal of Parasitology ","Jenkins et al ",2006,"Parelaphostrongylus_odocoilei","Parelaphostrongylus","Protostrongylidae","Rhabditida","Chromadorea","Nematoda","development","each slug exposed to 250first stage larvae, 25 slugs at 8C and 20.5C, average 38 larvae each; 21 slugs at 10C, 15 larvae each; 15 slugs at 12.5C, 12 larvae each; 26 slugs at 16.5C, 20 larvae each; 24 slugs at 20C, 25 larvae each; 18 slugs at 24.5C, 21 larvae each.",7,"other","no","min","min","yes, exact",-7.5,18.8,-31.3,"64",".","temperate","1299","terrestrial","animal","endotherm in life cycle","in host","in invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
148,"Journal of Parasitology ","Grewal and Grewal",2003,"Phasmarhabditis_hermaphrodita","Phasmarhabditis","Rhabditidae","Rhabditida","Chromadorea","Nematoda","survival","3 replicate petri dishes each containing 8ml of nematode suspention containing 1,500 IJs/ml at each temperature ",5,"other","no","50%","mid","yes, exact",9.9,21.7,0.3,"51",".","temperate","4","terrestrial","animal","no endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
78,"Journal of Parasitology","Nollen et al.",1979,"Philophthalmus_gralli","Philophthalmus","Philophthalmidae","Plagiorchiida","Trematoda","Platyhelminthes","survival",".",12,"other","no","50%","mid","yes, exact",21,35.8,4.4,"29",".","global","207","freshwater","animal","endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
79,"Journal of Parasitology","Nollen et al.",1979,"Philophthalmus_megalurus","Philophthalmus","Philophthalmidae","Plagiorchiida","Trematoda","Platyhelminthes","survival",".",12,"other","no","50%","mid","yes, exact",11,29.5,-7.3,"40",".","temperate","283","freshwater","animal","endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
162,"Canadian Bulletin of Fisheries and Aquatic Sciences","Brattey",1990,"Phocascaris_phocae","Phocascaris","Anisakidae","Ascaridida","Chromadorea","Nematoda","development","3 replicates for each temperature; each replicate used eggs from a different female worm",6,"other","no","mean","mid","yes, exact",1.6,19.1,-14.8,"51",".","temperate","7","marine","animal","endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
93,"Journal of Fish Biology","Moller",1978,"Podocotyle_atomon","Podocotyle","Opecoelidae","Plagiorchiida","Trematoda","Platyhelminthes","survival","100 per temperature",5,"other","no","50%","mid","yes, exact",8.1,21.5,-2.5,"54",".","temperate","20","marine","animal","no endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
36,"The Journal of Parasitology","Tokeson and Holmes",1982,"Polymorphus_marilis","Polymorphus","Polymorphidae","Polymorphida","Palaeacanthocephala","Acanthocephala","development","2100 hosts",7,"other","no","mean","mid","no, author loc",2.3,22.7,-19.6,".","54","temperate",".","freshwater","animal","endotherm in life cycle","in host","in invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
174,"Journal of Nematology","Mizukubo, T., Adachi, H.",1997,"Pratylenchus_penetrans","Pratylenchus","Pratylenchidae","Tylenchida","Chromadorea","Nematoda","development","8-16 replicates",5,"other","no","min","min","yes, exact",14.4,30.2,-2,"36",".","temperate","-6","terrestrial","plant","no endotherm in life cycle","in host","in plant","http://nemaplex.ucdavis.edu/Taxadata/G105S3.aspx"
21,"Folia Parasitologica","Scholz",1991,"Proteocephalus_neglectus","Proteocephalus","Proteocephalidae","Proteocephalidea","Cestoda","Platyhelminthes","development",".",4,"other","no","not specified","other/not specified","yes, exact",6.5,21.1,-5.8,"50",".","temperate","603","freshwater","animal","no endotherm in life cycle","in host","in invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
147,"Canadian Journal of Zoology ","Samson and Holmes",1985,"Protostrongylus_stilesi","Protostrongylus ","Protostrongylidae","Rhabditida","Chromadorea","Nematoda","development","4 x 30 snails at 15, 20, 25, and 30 C; 1 group of 30 snails at 10 C",5,"other","no","50%","mid","yes, exact",-0.8,18.2,-19.6,"51",".","temperate","1076","terrestrial","animal","endotherm in life cycle","in host","in invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
153,"Canadian Journal of Zoology ","McClelland",1982,"Pseudoterranova_decipiens","Pseudoterranova","Anisakidae","Ascaridida","Chromadorea","Nematoda","survival","",8,"other","no","mean","mid","yes, exact",5.9,21.5,-9.4,"44",".","global","12","marine","animal","endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
154,"Canadian Journal of Zoology ","McClelland",1982,"Pseudoterranova_decipiens","Pseudoterranova","Anisakidae","Ascaridida","Chromadorea","Nematoda","development","",9,"other","no","mean","mid","yes, exact",5.9,21.5,-9.4,"44",".","global","12","marine","animal","endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
163,"Canadian Bulletin of Fisheries and Aquatic Sciences","Brattey",1990,"Pseudoterranova_decipiens","Pseudoterranova","Anisakidae","Ascaridida","Chromadorea","Nematoda","development","5 replicates for each temperature; each replicate used eggs from a different female worm",6,"other","no","mean","mid","yes, exact",7.3,20.3,-4.6,"44",".","global","5","marine","animal","endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
101,"Disease of Aquatic Organisms","Thieltges and Rick ",2006,"Renicola_roscovita","Renicola","Renicolidae","Plagiorchiida","Trematoda","Platyhelminthes","survival","300 cercaria total",4,"metrics","yes","50%","mid","yes, exact",8.7,19.9,-1.1,"55",".","temperate","0","marine","animal","endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
102,"Disease of Aquatic Organisms","Thieltges and Rick ",2006,"Renicola_roscovita","Renicola","Renicolidae","Plagiorchiida","Trematoda","Platyhelminthes","survival","300 cercaria total",4,"metrics","yes","max","max","yes, exact",8.7,19.9,-1.1,"55",".","temperate","0","marine","animal","endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
180,"Memorias Do Instituto Oswaldo Cruz","Paily, K. P., Balaraman, K.",1994,"Romanomermis_iyengari","Romanomermis","Mermithidae","Mermithida","Enoplea","Nematoda","development","",4,"metrics","yes","max","max","yes, exact",28.3,37.1,20.6,"12",".","tropical","41","freshwater","animal","no endotherm in life cycle","outside host","outside host: targets invert","Platzer, E.G. 2007. Journal of the American Mosquito Control Association, 23(sp2): 58-65."
181,"Memorias Do Instituto Oswaldo Cruz","Paily, K. P., Balaraman, K.",1994,"Romanomermis_iyengari","Romanomermis","Mermithidae","Mermithida","Enoplea","Nematoda","development","",4,"metrics","yes","50%","mid","yes, exact",28.3,37.1,20.6,"12",".","tropical","41","freshwater","animal","no endotherm in life cycle","outside host","outside host: targets invert","Platzer, E.G. 2007. Journal of the American Mosquito Control Association, 23(sp2): 58-65."
182,"Memorias Do Instituto Oswaldo Cruz","Paily, K. P., Balaraman, K.",1994,"Romanomermis_iyengari","Romanomermis","Mermithidae","Mermithida","Enoplea","Nematoda","survival","",4,"metrics","yes","50%","mid","yes, exact",28.3,37.1,20.6,"12",".","tropical","41","freshwater","animal","no endotherm in life cycle","outside host","outside host: targets invert","Platzer, E.G. 2007. Journal of the American Mosquito Control Association, 23(sp2): 58-65."
183,"Memorias Do Instituto Oswaldo Cruz","Paily, K. P., Balaraman, K.",1994,"Romanomermis_iyengari","Romanomermis","Mermithidae","Mermithida","Enoplea","Nematoda","survival","",4,"metrics","yes","max","max","yes, exact",28.3,37.1,20.6,"12",".","tropical","41","freshwater","animal","no endotherm in life cycle","outside host","outside host: targets invert","Platzer, E.G. 2007. Journal of the American Mosquito Control Association, 23(sp2): 58-65."
184,"Memorias Do Instituto Oswaldo Cruz","Paily, K. P., Balaraman, K.",1994,"Romanomermis_iyengari","Romanomermis","Mermithidae","Mermithida","Enoplea","Nematoda","survival","",4,"other","no","50%","mid","yes, exact",28.3,37.1,20.6,"12",".","tropical","41","freshwater","animal","no endotherm in life cycle","outside host","outside host: targets invert","Platzer, E.G. 2007. Journal of the American Mosquito Control Association, 23(sp2): 58-65."
185,"Memorias Do Instituto Oswaldo Cruz","Paily, K. P., Balaraman, K.",1994,"Romanomermis_iyengari","Romanomermis","Mermithidae","Mermithida","Enoplea","Nematoda","survival","",4,"other","no","50%","mid","yes, exact",28.3,37.1,20.6,"12",".","tropical","41","freshwater","animal","no endotherm in life cycle","outside host","outside host: targets invert","Platzer, E.G. 2007. Journal of the American Mosquito Control Association, 23(sp2): 58-65."
186,"Memorias Do Instituto Oswaldo Cruz","Paily, K. P., Balaraman, K.",1994,"Romanomermis_iyengari","Romanomermis","Mermithidae","Mermithida","Enoplea","Nematoda","development","",4,"life stages","no","50%","mid","yes, exact",28.3,37.1,20.6,"12",".","tropical","41","freshwater","animal","no endotherm in life cycle","in host","in invert","Platzer, E.G. 2007. Journal of the American Mosquito Control Association, 23(sp2): 58-65."
211,"Journal of Nematology","Leach, M., Agudelo, P., Gerard, P.",2009,"Rotylenchulus_reniformis","Rotylenchulus","Hoplolaimidae","Tylenchida","Chromadorea","Nematoda","development","1 of 3 populations",4,"populations","no","mean","mid","yes, exact",18.6,32.3,3.1,"31",".","tropical","104","terrestrial","plant","no endotherm in life cycle","outside host","outside host: targets plant","http://nemaplex.ucdavis.edu/Taxadata/G116s2.aspx"
212,"Journal of Nematology","Leach, M., Agudelo, P., Gerard, P.",2009,"Rotylenchulus_reniformis","Rotylenchulus","Hoplolaimidae","Tylenchida","Chromadorea","Nematoda","development","1 of 3 populations",4,"populations","no","mean","mid","yes, exact",16.5,33.1,-0.8,"34",".","tropical","45","terrestrial","plant","no endotherm in life cycle","outside host","outside host: targets plant","http://nemaplex.ucdavis.edu/Taxadata/G116s2.aspx"
213,"Journal of Nematology","Leach, M., Agudelo, P., Gerard, P.",2009,"Rotylenchulus_reniformis","Rotylenchulus","Hoplolaimidae","Tylenchida","Chromadorea","Nematoda","development","1 of 3 populations",4,"populations","no","mean","mid","yes, exact",17.1,32.9,0.4,"34",".","tropical","86","terrestrial","plant","no endotherm in life cycle","outside host","outside host: targets plant","http://nemaplex.ucdavis.edu/Taxadata/G116s2.aspx"
137,"Thesis","Lee",1990,"Sanguinicola_inermis","Sanguinicola","Aporocotylidae","Strigeidida","Trematoda","Platyhelminthes","survival","",6,"metrics","yes","50%","mid","yes, exact",9.9,21.7,0.3,"51",".","temperate","74","freshwater","animal","no endotherm in life cycle","outside host","outside host: targets invert","Woo, P.T. & Buchmann, K. (eds.) 2012. Fish parasites: pathobiology and protection. CABI."
138,"Thesis","Lee",1990,"Sanguinicola_inermis","Sanguinicola","Aporocotylidae","Strigeidida","Trematoda","Platyhelminthes","survival","",6,"metrics","yes","max","max","yes, exact",9.9,21.7,0.3,"51",".","temperate","74","freshwater","animal","no endotherm in life cycle","outside host","outside host: targets invert","Woo, P.T. & Buchmann, K. (eds.) 2012. Fish parasites: pathobiology and protection. CABI."
159,"Tapeworms (Cestoda, Ligulidae) of the fauna of the USSR [BOOK]","Dubinina",1980,"Schistocephalus_solidus","Schistocephalus","Diphyllobothriidae","Diphyllobothriidea","Cestoda","Platyhelminthes","development","",5,"life stages","no","mean","mid","no, author loc",4.7,23.4,-12.7,".","56","temperate",".","freshwater","animal","endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
76,"Parasitology","Anderson et al.",1982,"Schistosoma_mansoni","Schistosoma","Schistosomatidae","Strigeidida","Trematoda","Platyhelminthes","survival",".",8,"metrics","yes","50%","mid","no, author loc",8.5,19.4,-0.4,".","55","tropical",".","freshwater","animal","endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
77,"Parasitology","Anderson et al.",1982,"Schistosoma_mansoni","Schistosoma","Schistosomatidae","Strigeidida","Trematoda","Platyhelminthes","survival",".",8,"metrics","yes","max","max","no, author loc",8.5,19.4,-0.4,".","55","tropical",".","freshwater","animal","endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
85,"The Sudan Journal of Veterinary Research","Sirag and James",1983,"Schistosoma_mansoni","Schistosoma","Schistosomatidae","Strigeidida","Trematoda","Platyhelminthes","survival",".",6,"metrics","yes","50%","mid","no, author loc",9.7,21.6,-0.1,".","52","tropical",".","freshwater","animal","endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
86,"The Sudan Journal of Veterinary Research","Sirag and James",1983,"Schistosoma_mansoni","Schistosoma","Schistosomatidae","Strigeidida","Trematoda","Platyhelminthes","survival",".",6,"metrics","yes","max","max","no, author loc",9.7,21.6,-0.1,".","52","tropical",".","freshwater","animal","endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
96,"Z Parasitenkd (Zeitschrift fur Parasitenkunde - Parasitology Research)","Pfluger et al. ",1984,"Schistosoma_haematobium","Schistosoma","Schistosomatidae","Strigeidida","Trematoda","Platyhelminthes","development","1138 surviving snails totoal",13,"metrics","yes","min","min","yes, exact",21,34.8,6.4,"30",".","tropical","34","freshwater","animal","endotherm in life cycle","in host","in invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
97,"Z Parasitenkd (Zeitschrift fur Parasitenkunde - Parasitology Research)","Pfluger et al. ",1984,"Schistosoma_haematobium","Schistosoma","Schistosomatidae","Strigeidida","Trematoda","Platyhelminthes","development","1138 surviving snails totoal",13,"metrics","yes","max","max","yes, exact",21,34.8,6.4,"30",".","tropical","34","freshwater","animal","endotherm in life cycle","in host","in invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
98,"Z Parasitenkd (Zeitschrift fur Parasitenkunde - Parasitology Research)","Pfluger et al. ",1984,"Schistosoma_haematobium","Schistosoma","Schistosomatidae","Strigeidida","Trematoda","Platyhelminthes","development","1138 surviving snails totoal",13,"metrics","yes","midpoint","mid","yes, exact",21,34.8,6.4,"30",".","tropical","34","freshwater","animal","endotherm in life cycle","in host","in invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
104,"Revista iberica de parasitologia","Martin and Martin",1984,"Schistosoma_bovis","Schistosoma","Schistosomatidae","Strigeidida","Trematoda","Platyhelminthes","survival",".",7,"other","no","50%","mid","yes, exact",12,29.3,0,"41",".","tropical","809","freshwater","animal","endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
118,"Z Parasitenkd (Zeitschrift fur Parasitenkunde - Parasitology Research)","Pfluger",1980,"Schistosoma_mansoni","Schistosoma","Schistosomatidae","Strigeidida","Trematoda","Platyhelminthes","development","",13,"other","no","mean","mid","yes, exact",26,33.3,19.7,"6",".","tropical","178","freshwater","animal","endotherm in life cycle","in host","in invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
122,"Parasitology","Lawson and Wilson",1980,"Schistosoma_mansoni","Schistosoma","Schistosomatidae","Strigeidida","Trematoda","Platyhelminthes","survival",".",6,"other","no","50%","mid","yes, exact",25.9,32.6,18.2,"18",".","tropical","344","freshwater","animal","endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
144,"Thesis (Doctor of Philosophy, University of London)","Wen",1961,"Schistosoma_mansoni","Schistosoma","Schistosomatidae","Strigeidida","Trematoda","Platyhelminthes","survival",".",6,"metrics","yes","50%","mid","no, author loc",23,30.9,15,".","-3","tropical",".","freshwater","animal","endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
145,"Thesis (Doctor of Philosophy, University of London)","Wen",1961,"Schistosoma_mansoni","Schistosoma","Schistosomatidae","Strigeidida","Trematoda","Platyhelminthes","survival",".",6,"metrics","yes","max","max","no, author loc",23,30.9,15,".","-3","tropical",".","freshwater","animal","endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
80,"Canadian Journal of Zoology ","Farley",1962,"Schistosomatium_douthitti","Schistosomatium","Schistosomatidae","Strigeidida","Trematoda","Platyhelminthes","survival",".",6,"other","no","50%","mid","no, author loc",2,25.5,-23.9,".","50","temperate",".","freshwater","animal","endotherm in life cycle","outside host","outside host: targets invert","Malek, E.A. 1977. Canadian Journal of Zoology, 55(4): 661-671."
54,"Vestnik Ceskoslovenske Spolecnosti Zoologicke","Valkounova",1980,"Sobolevicanthus_gracilis","Sobolevicanthus","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","development","950",4,"other","no","mean","mid","no, author loc",7.9,23.2,-5,".","50","temperate",".","freshwater","animal","endotherm in life cycle","in host","in invert","Marinova, M.H. et al. 2013. Acta Zoologica Bulgarica, 65(4): 537-546."
55,"Vestnik Ceskoslovenske Spolecnosti Zoologicke","Valkounova",1980,"Sobolevicanthus_krabbeella","Sobolevicanthus","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","development","850",4,"other","no","mean","mid","no, author loc",7.9,23.2,-5,".","50","temperate",".","freshwater","animal","endotherm in life cycle","in host","in invert","Marinova, M.H. et al. 2013. Acta Zoologica Bulgarica, 65(4): 537-546."
56,"Vestnik Ceskoslovenske Spolecnosti Zoologicke","Valkounova",1980,"Sobolevicanthus_octacantha","Sobolevicanthus","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","development","850",4,"other","no","mean","mid","no, author loc",7.9,23.2,-5,".","50","temperate",".","freshwater","animal","endotherm in life cycle","in host","in invert","Marinova, M.H. et al. 2013. Acta Zoologica Bulgarica, 65(4): 537-546."
167,"Applied Entomology and Zoology","Fujiie, A., Tachibana, M., Takata, Y., Yokoyama, T., Suzuki, N., Uechi, T.",1995,"Steinernema_kushidai","Steinernema","Steinernematidae","Rhabditida","Chromadorea","Nematoda","survival","",6,"other","no","mean","mid","no, author loc",14.4,30.2,-2,".","36","temperate",".","terrestrial","animal","no endotherm in life cycle","outside host","outside host: targets invert","Mamiya, Y. 1988. Applied Entomology and Zoology, 23(3): 313-320."
168,"Applied Entomology and Zoology","Fujiie, A., Tachibana, M., Takata, Y., Yokoyama, T., Suzuki, N., Uechi, T.",1995,"Steinernema_kushidai","Steinernema","Steinernematidae","Rhabditida","Chromadorea","Nematoda","survival","",6,"other","no","mean","mid","no, author loc",14.4,30.2,-2,".","36","temperate",".","terrestrial","animal","no endotherm in life cycle","outside host","outside host: targets invert","Mamiya, Y. 1988. Applied Entomology and Zoology, 23(3): 313-320."
189,"BioControl","Raja, R. K., Sivaramakrishnan, S., Hazir, S.",2011,"Steinernema_siamkayai","Steinernema","Steinernematidae","Rhabditida","Chromadorea","Nematoda","development","",6,"other","no","min","min","no, author loc",28.8,35.4,22.5,".","10","tropical",".","terrestrial","animal","no endotherm in life cycle","in host","in invert","Stock, S.P. 1998. Systematic Parasitology, 41(2): 105-113."
